,Unnamed: 0.1,Unnamed: 0,continent,country,capital,image_globe,image_flag,details,level
53,53,68,Europe,Bosnia and Herzegovina,Sarajevo,Bosnia_and_Herzegovina.png,Bosnia_and_Herzegovina_flag.png,"Bosnia and Herzegovina, sometimes known as Bosnia-Herzegovina and informally as Bosnia, is a country in Southeast Europe. Situated on the Balkan Peninsula, it borders Serbia to the east, Montenegro to the southeast, and Croatia to the north and southwest, with a 20-kilometre-long (12-mile) coast on the Adriatic Sea in the south. Bosnia has a moderate continental climate with hot summers and cold, snowy winters. Its geography is largely mountainous, particularly in the central and eastern regions, which are dominated by the Dinaric Alps. Herzegovina, the smaller, southern region, has a Mediterranean climate and is mostly mountainous. Sarajevo is the capital and the largest city.",Hard
54,54,69,Europe,Bulgaria,Sofia,Bulgaria.png,Bulgaria_flag.png,"Bulgaria, officially the Republic of Bulgaria, is a country in Southeast Europe. It is situated on the eastern portion of the Balkans directly south of the Danube river and west of the Black Sea. Bulgaria is bordered by Greece and Turkey to the south, Serbia and North Macedonia to the west, and Romania to the north. It covers a territory of 110,994 square kilometres (42,855 sq mi) and is the tenth largest within the European Union and the sixteenth-largest country in Europe by area. Sofia is the nation's capital and largest city; other major cities include Burgas, Plovdiv, and Varna.",Medium
55,55,70,Europe,Croatia,Zagreb,,Croatia_flag.png,"Croatia, officially the Republic of Croatia, is a country in Central and Southeast Europe, on the coast of the Adriatic Sea. It borders Slovenia to the northwest, Hungary to the northeast, Serbia to the east, Bosnia and Herzegovina and Montenegro to the southeast, and shares a maritime border with Italy to the west. Its capital and largest city, Zagreb, forms one of the country's primary subdivisions, with twenty counties. Other major urban centers include Split, Rijeka and Osijek. The country spans 56,594 square kilometres (21,851 square miles), and has a population of nearly 3.9 million.",
56,56,71,Europe,Cyprus,Nicosia,Cyprus.png,Cyprus_flag.png,"Cyprus (/ˈsaɪprəs/ ⓘ), officially the Republic of Cyprus, is an island country in the eastern Mediterranean Sea. Situated in West Asia, its cultural identity and geopolitical orientation are overwhelmingly Southeast European. Cyprus is the third largest and third most populous island in the Mediterranean, after Sicily and Sardinia. It is located southeast of Greece, south of Turkey, west of Syria and Lebanon, northwest of Israel and Palestine, and north of Egypt. Its capital and largest city is Nicosia. Cyprus hosts the British military bases Akrotiri and Dhekelia, whilst the northeast portion of the island is de facto governed by the self-declared Turkish Republic of Northern Cyprus, which is separated from the Republic of Cyprus by the United Nations Buffer Zone.",Medium
57,57,75,Europe,Czech Republic,Prague,Czech_Republic.png,Czech_Republic_flag.png,"The Czech Republic, also known as Czechia, and historically known as Bohemia, is a landlocked country in Central Europe. The country is bordered by Austria to the south, Germany to the west, Poland to the northeast, and Slovakia to the southeast. The Czech Republic has a hilly landscape that covers an area of 78,871 square kilometers (30,452 sq mi) with a mostly temperate continental and oceanic climate. The capital and largest city is Prague; other major cities and urban areas include Brno, Ostrava, Plzeň and Liberec.",Medium
58,58,76,Europe,Denmark,Copenhagen,Denmark.png,Denmark_flag.png,"Denmark is a Nordic country in Northern Europe. It is the metropole and most populous constituent of the Kingdom of Denmark, also known as the Danish Realm, a constitutionally unitary state that includes the autonomous territories of the Faroe Islands and Greenland in the north Atlantic Ocean. Metropolitan Denmark, also called ""continental Denmark"" or ""Denmark proper"", consists of the northern Jutland peninsula and an archipelago of 406 islands.[13] It is the southernmost of the Scandinavian countries, lying southwest of Sweden, south of Norway, and north of Germany, with which it shares a short border. Denmark proper is situated between the North Sea to the west and the Baltic Sea to the east.",Easy
59,59,77,Europe,Estonia,Tallinn,,Estonia_flag.png,– in Europe (green & dark grey)– in the European Union (green)  –,
60,60,78,Europe,Finland,Helsinki,Finland.png,Finland_flag.png,"Finland, officially the Republic of Finland, is a Nordic country in Northern Europe. It borders Sweden to the northwest, Norway to the north, and Russia to the east, with the Gulf of Bothnia to the west and the Gulf of Finland to the south, opposite Estonia. Finland has a population of 5.6 million.[10] Its capital and largest city is Helsinki. The majority of the population are ethnic Finns. The official languages are Finnish and Swedish; 84.1 percent of the population speak the first as their mother tongue and 5.1 percent the latter.[1][11] Finland's climate varies from humid continental in the south to boreal in the north. The land cover is predominantly boreal forest biome, with more than 180,000 recorded lakes.",Easy
61,61,79,Europe,France,Paris,France.png,France_flag.png,"France, officially the French Republic, is a country located primarily in Western Europe. Its overseas regions and territories include French Guiana in South America, Saint Pierre and Miquelon in the North Atlantic, the French West Indies, and many islands in Oceania and the Indian Ocean, giving it one of the largest discontiguous exclusive economic zones in the world. Metropolitan France shares borders with Belgium and Luxembourg to the north; Germany to the northeast; Switzerland to the east; Italy and Monaco to the southeast; Andorra and Spain to the south; and a maritime border with the United Kingdom to the northwest. Its metropolitan area extends from the Rhine to the Atlantic Ocean and from the Mediterranean Sea to the English Channel and the North Sea. Its eighteen integral regions—five of which are overseas—span a combined area of 632,702 km2 (244,288 sq mi) and have an estimated total population of over 68.6 million as of January 2025. France is a semi-presidential republic and its capital, largest city and main cultural and economic centre is Paris.",Easy
62,62,80,Europe,Georgia,Tbilisi,Georgia.png,Georgia_flag.png,Georgia may also refer to:,Medium
63,63,84,Europe,Germany,Berlin,Germany.png,Germany_flag.png,"Germany, officially the Federal Republic of Germany, is a country in Central Europe. It lies between the Baltic Sea and the North Sea to the north and the Alps to the south. Its sixteen constituent states have a total population of over 84 million in an area of 357,596 km2 (138,069 sq mi), making it the most populous member state of the European Union. It borders Denmark to the north, Poland and the Czech Republic to the east, Austria and Switzerland to the south, and France, Luxembourg, Belgium, and the Netherlands to the west. The nation's capital and most populous city is Berlin and its main financial centre is Frankfurt; the largest urban area is the Ruhr.",Easy
64,64,85,Europe,Greece,Athens,,Greece_flag.png,"Greece, officially the Hellenic Republic, is a country in Southeast Europe. Located on the southern tip of the Balkan peninsula, it shares land borders with Albania to the northwest, North Macedonia and Bulgaria to the north, and Turkey to the east. The Aegean Sea lies to the east of the mainland, the Ionian Sea to the west, and the Sea of Crete and the Mediterranean Sea to the south. Greece has the longest coastline on the Mediterranean Basin, spanning thousands of islands and nine traditional geographic regions. It has a population of over 10 million. Athens is the nation's capital and largest city, followed by Thessaloniki and Patras.",
65,65,86,Europe,Hungary,Budapest,,Hungary_flag.png,"Hungary is a landlocked country in Central Europe. Spanning much of the Carpathian Basin, it is bordered by Slovakia to the north, Ukraine to the northeast, Romania to the east and southeast, Serbia to the south, Croatia and Slovenia to the southwest, and Austria to the west. Hungary lies within the drainage basin of the Danube River and is dominated by great lowland plains. It has a population of 9.6 million, consisting mostly of ethnic Hungarians (Magyars) and a significant Romani minority. Hungarian is the official language, and among the few in Europe outside the Indo-European family.[13] Budapest is the country's capital and largest city, and the dominant cultural and economic centre.",
66,66,87,Europe,Iceland,Reykjavik,Iceland.png,Iceland_flag.png,"Iceland is a Nordic island country between the North Atlantic and Arctic Oceans, on the Mid-Atlantic Ridge between North America and Europe. It is culturally and politically linked with Europe and is the region's westernmost and most sparsely populated country. Its capital and largest city is Reykjavík, which is home to about 36% of the country's roughly 380,000 residents (excluding nearby towns/suburbs, which are separate municipalities). The official language of the country is Icelandic.Iceland is on a rift between tectonic plates, and its geologic activity includes geysers and frequent volcanic eruptions. The interior consists of a volcanic plateau with sand and lava fields, mountains and glaciers, and many glacial rivers flow to the sea through the lowlands. Iceland is warmed by the Gulf Stream and has a temperate climate, despite being a latitude just south of the Arctic Circle. Its latitude and marine influence keep summers chilly, and most of its islands have a polar climate.",Easy
67,67,88,Europe,Ireland,Dublin,,Ireland_flag.png,"Ireland is an island in the North Atlantic Ocean, in Northwestern Europe. Geopolitically, the island is divided between the Republic of Ireland (officially named Ireland – a sovereign state covering five-sixths of the island) and Northern Ireland (part of the United Kingdom – covering the remaining sixth). It is separated from Great Britain to its east by the North Channel, the Irish Sea, and St George's Channel. Ireland is the second-largest island of the British Isles, the third-largest in Europe, and the twentieth-largest in the world.[10] As of 2022, the population of the entire island is just over 7 million, with 5.1 million in the Republic of Ireland and 1.9 million in Northern Ireland, ranking it the second-most populous island in Europe after Great Britain.",
68,68,89,Europe,Italy,Rome,Italy.png,Italy_flag.png,"Italy, officially the Italian Republic, is a country in Southern and Western Europe. It consists of a peninsula that extends into the Mediterranean Sea, with the Alps on its northern land border, as well as nearly 800 islands, notably Sicily and Sardinia. Italy shares land borders with France to the west; Switzerland and Austria to the north; Slovenia to the east; and the two enclaves of Vatican City and San Marino. It is the tenth-largest country in Europe by area, covering 301,340 km2 (116,350 sq mi), and the third-most populous member state of the European Union, with nearly 59 million inhabitants. Italy's capital and largest city is Rome; other major cities include Milan, Naples, Turin, Palermo, Bologna, Florence, Genoa, and Venice.",Easy
69,69,90,Europe,Kosovo,Pristina,Kosovo.png,Kosovo_flag.png,"Kosovo, officially the Republic of Kosovo, is a landlocked country in Southeast Europe with partial diplomatic recognition. It is bordered by Albania to the southwest, Montenegro to the west, Serbia to the north and east, and North Macedonia to the southeast. It covers an area of 10,887 km2 (4,203 sq mi) and has a population of approximately 1.6 million. Kosovo has a varied terrain, with high plains along with rolling hills and mountains, some of which have an altitude over 2,500 m (8,200 ft). Its climate is mainly continental with some Mediterranean and alpine influences. Kosovo's capital and most populous city is Pristina; other major cities and urban areas include Prizren, Ferizaj, Gjilan and Peja.",Hard
70,70,91,Europe,Latvia,Riga,,Latvia_flag.png,– in Europe (green & dark grey)– in the European Union (green)  –,
71,71,92,Europe,Liechtenstein,Vaduz,,Liechtenstein_flag.png,in Europe (agate grey)  –,
72,72,93,Europe,Lithuania,Vilnius,,Lithuania_flag.png,– in Europe (green & dark grey)– in the European Union (green)  –,
73,73,94,Europe,Luxembourg,Luxembourg,,Luxembourg_flag.png,– in Europe (green & dark grey)– in the European Union (green),
74,74,95,Europe,Malta,Valletta,,Malta_flag.png,– in Europe (light green & dark grey)– in the European Union (light green)  –,
75,75,96,Europe,Moldova,Chisinau,,Moldova_flag.png,"Moldova, officially the Republic of Moldova, is a landlocked country in Eastern Europe, with an area of 33,483 km2 (12,928 sq mi) and population of 2.42 million. Moldova is bordered by Romania to the west and Ukraine to the north, east, and south. The unrecognised breakaway state of Transnistria lies across the Dniester river on the country's eastern border with Ukraine. Moldova is a unitary parliamentary representative democratic republic with its capital in Chișinău, the country's largest city and main cultural and commercial centre.",
76,76,97,Europe,Monaco,Monaco,,Monaco_flag.png,in Europe (dark grey),
77,77,98,Europe,Montenegro,Podgorica,Montenegro.png,Montenegro_flag.png,in Europe (dark grey)  –,Hard
78,78,99,Europe,Netherlands,Amsterdam,Netherlands.png,Netherlands_flag.png,"The Netherlands, informally Holland, is a country in Northwestern Europe, with overseas territories in the Caribbean. It is the largest of the four constituent countries of the Kingdom of the Netherlands.[13] The Netherlands consists of twelve provinces; it borders Germany to the east and Belgium to the south, with a North Sea coastline to the north and west. It shares maritime borders with the United Kingdom, Germany, and Belgium.[14] The official language is Dutch, with West Frisian as a secondary official language in the province of Friesland.[1] Dutch, English, and Papiamento are official in the Caribbean territories.",Medium
79,79,100,Europe,North Macedonia,Skopje,North_Macedonia.png,North_Macedonia_flag.png,in Europe (dark grey)  –,Hard
80,80,101,Europe,Norway,Oslo,Norway.png,Norway_flag.png,"Norway, officially the Kingdom of Norway, is a Nordic country located on the Scandinavian Peninsula in Northern Europe. The remote Arctic island of Jan Mayen and the archipelago of Svalbard also form part of the Kingdom of Norway.[note 5] Bouvet Island, located in the Subantarctic, is a dependency, and not a part of the Kingdom; Norway also claims the Antarctic territories of Peter I Island and Queen Maud Land. Norway has a population of 5.6 million. Its capital and largest city is Oslo. The country has a total area of 385,207 square kilometres (148,729 sq mi).[14] The country shares a long eastern border with Sweden, and is bordered by Finland and Russia to the northeast. Norway has an extensive coastline facing the Skagerrak strait, the North Atlantic Ocean, and the Barents Sea.",Easy
81,81,102,Europe,Poland,Warsaw,Poland.png,Poland_flag.png,"Poland, officially the Republic of Poland, is a country in Central Europe. It extends from the Baltic Sea in the north to the Sudetes and Carpathian Mountains in the south, bordered by Lithuania and Russia[f] to the northeast, Belarus and Ukraine to the east, Slovakia and the Czech Republic to the south, and Germany to the west. The territory has a varied landscape, diverse ecosystems, and a temperate climate. Poland is composed of sixteen voivodeships and is the fifth most populous member state of the European Union (EU), with over 38 million people, and the fifth largest EU country by area, covering 312,696 km2 (120,733 sq mi). The capital and largest city is Warsaw; other major cities include Kraków, Wrocław, Łódź, Poznań, and Gdańsk.",Easy
82,82,103,Europe,Portugal,Lisbon,Portugal.png,Portugal_flag.png,"Portugal, officially the Portuguese Republic, is a country on the Iberian Peninsula in Southwestern Europe. Featuring the westernmost point in continental Europe, Portugal borders Spain to its north and east, with which it shares the longest uninterrupted border in the European Union; to the south and the west is the North Atlantic Ocean; and to the west and southwest lie the Macaronesian archipelagos of the Azores and Madeira, which are the two autonomous regions of Portugal. Lisbon is the capital and largest city, followed by Porto, which is the only other metropolitan area.",Easy
83,83,104,Europe,Romania,Bucharest,Romania.png,Romania_flag.png,"Romania is a country located at the crossroads of Central, Eastern and Southeast Europe. It borders Ukraine to the north and east, Hungary to the west, Serbia to the southwest, Bulgaria to the south, Moldova to the east, and the Black Sea to the southeast. It has a mainly continental climate, and an area of 238,397 km2 (92,046 sq mi) with a population of 19 million people. Romania is the twelfth-largest country in Europe and the sixth-most populous member state of the European Union. Europe's second-longest river, the Danube, empties into the Danube Delta in the southeast of the country. The Carpathian Mountains cross Romania from the north to the southwest and include Moldoveanu Peak, at an altitude of 2,544 m (8,346 ft). Bucharest is the country's largest urban area and financial centre. Other major urban areas include Cluj-Napoca, Timișoara, Iași, Constanța and Brașov.",Medium
84,84,105,Europe,San Marino,San Marino,,San_Marino_flag.png,in Europe (dark grey),
85,85,106,Europe,Serbia,Belgrade,Serbia.png,Serbia_flag.png,"Serbia, officially the Republic of Serbia, is a landlocked country in Southeast and Central Europe. Located in the Balkans, it borders Hungary to the north, Romania to the northeast, Bulgaria to the southeast, North Macedonia to the south, Croatia and Bosnia and Herzegovina to the west, and Montenegro to the southwest. Serbia claims a border with Albania through the disputed territory of Kosovo. Serbia has about 6.6 million inhabitants, excluding Kosovo. Its capital Belgrade is also the largest city.",Hard
86,86,107,Europe,Slovakia,Bratislava,,Slovakia_flag.png,– in Europe (green & dark grey)– in the European Union (green)  –,
87,87,108,Europe,Slovenia,Ljubljana,,Slovenia_flag.png,– in Europe (green & dark grey)– in the European Union (green),
88,88,109,Europe,Spain,Madrid,Spain.png,Spain_flag.png,"Spain, or the Kingdom of Spain, is a country in Southern and Western Europe with territories in North Africa.[j] Featuring the southernmost point of continental Europe, it is the largest country in Southern Europe and the fourth-most populous European Union member state. Spanning across the majority of the Iberian Peninsula, its territory also includes the Canary Islands, in the Eastern Atlantic Ocean, the Balearic Islands, in the Western Mediterranean Sea, and the autonomous cities of Ceuta and Melilla, in mainland Africa. Peninsular Spain is bordered to the north by France, Andorra, and the Bay of Biscay; to the east and south by the Mediterranean Sea and Gibraltar; and to the west by Portugal and the Atlantic Ocean. Spain's capital and largest city is Madrid, and other major urban areas include Barcelona, Valencia, Seville, Zaragoza, Málaga, Murcia, and Palma de Mallorca.",Easy
89,89,110,Europe,Sweden,Stockholm,Sweden.png,Sweden_flag.png,"Sweden, formally the Kingdom of Sweden, is a Nordic country located on the Scandinavian Peninsula in Northern Europe. It borders Norway to the west and north, and Finland to the east. At 450,295 square kilometres (173,860 sq mi),[4] Sweden is the largest Nordic country by both area and population, and is the fifth-largest country in Europe. Its capital and largest city is Stockholm. Sweden has a population of 10.6 million, and a low population density of 25.5 inhabitants per square kilometre (66/sq mi); 88% of Swedes reside in urban areas.[10] They are mostly in the central and southern half of the country. Sweden's urban areas together cover 1.5% of its land area. Sweden has a diverse climate owing to the length of the country, which ranges from 55°N to 69°N.",Easy
90,90,111,Europe,Switzerland,Bern,Switzerland.png,Switzerland_flag.png,"Switzerland, officially the Swiss Confederation, is a landlocked country located in west-central Europe.[f][14] It is bordered by Italy to the south, France to the west, Germany to the north, and Austria and Liechtenstein to the east. Switzerland is geographically divided among the Swiss Plateau, the Alps and the Jura; the Alps occupy the greater part of the territory, whereas most of the country's 9 million people are concentrated on the plateau, which hosts its largest cities and economic centres, including Zurich, Geneva, and Lausanne.",Easy
91,91,112,Europe,Ukraine,Kyiv,Ukraine.png,Ukraine_flag.png,"Ukraine is a country in Eastern Europe. It is the second-largest country in Europe after Russia, which borders it to the east and northeast. Ukraine also borders Belarus to the north; Poland and Slovakia to the west; Hungary, Romania and Moldova to the southwest; and the Black Sea and the Sea of Azov to the south and southeast. Kyiv is the nation's capital and largest city, followed by Kharkiv, Odesa, and Dnipro. Ukraine's official language is Ukrainian.",Medium
92,92,113,Europe,United Kingdom,London,United_Kingdom.png,United_Kingdom_flag.png,"The United Kingdom of Great Britain and Northern Ireland, commonly known as the United Kingdom (UK) or Britain, is a country in Northwestern Europe, off the coast of the continental mainland. It comprises England, Scotland, Wales and Northern Ireland. The UK includes the island of Great Britain, the north-eastern part of the island of Ireland, and most of the smaller islands within the British Isles, covering 94,354 square miles (244,376 km2). Northern Ireland shares a land border with the Republic of Ireland; otherwise, the UK is surrounded by the Atlantic Ocean, the North Sea, the English Channel, the Celtic Sea and the Irish Sea. It maintains sovereignty over the British Overseas Territories, which are located across various oceans and seas globally. The UK had an estimated population of over 68.2 million people in 2023. The capital and largest city of both England and the UK is London. The cities of Edinburgh, Cardiff and Belfast are the national capitals of Scotland, Wales and Northern Ireland.",Easy
93,93,114,Europe,Vatican City,Vatican City,,Vatican_City_flag.png,"Vatican City, officially the Vatican City State (Italian: Stato della Città del Vaticano; Latin: Status Civitatis Vaticanae), is a landlocked sovereign state and city-state; it is enclaved within Rome, the capital city of Italy and seat of the Catholic Church. It became independent from the Kingdom of Italy in 1929 with the Lateran Treaty. It is governed by the Holy See, itself a sovereign entity under international law, which maintains its temporal power, governance, diplomacy, and spiritual independence. Vatican is also used as a metonym for the pope, the central authority of the Roman Catholic Church, and the Holy See and the Roman Curia.",
94,94,115,North America,Antigua and Barbuda,Saint John's,,Antigua_and_Barbuda_flag.png,"Antigua and Barbuda is a sovereign archipelagic country composed of Antigua, Barbuda, and numerous other small islands. Antigua and Barbuda has a total area of 440 km2 (170 sq mi), making it one of the smallest countries in the Caribbean. The country is mostly flat, with the highest points on Antigua being in the Shekerley Mountains and on Barbuda the Highlands. The country has a tropical savanna climate, with pockets of tropical monsoon in Antigua's southwest. Its most populated city is St. John's, followed by All Saints and Bolans. Most of the country resides in the corridor between St. John's and English Harbour.",
95,95,116,North America,Bahamas,Nassau,,Bahamas_flag.png,"The Bahamas, officially the Commonwealth of The Bahamas, is an archipelagic and island country within the Lucayan Archipelago of the Atlantic Ocean. It contains 97 per cent of the archipelago's land area and 88 per cent of its population. It comprises more than 3,000 islands, cays and islets in the Atlantic Ocean, and is located north of Cuba and north-west of the island of Hispaniola (split between the Dominican Republic and Haiti) and the Turks and Caicos Islands, southeast of the U.S. state of Florida and east of the Florida Keys. The capital and largest city is Nassau on the island of New Providence. The Royal Bahamas Defence Force describes the Bahamas' territory as encompassing 470,000 km2 (180,000 sq mi) of ocean space.",
96,96,117,North America,Barbados,Bridgetown,,Barbados_flag.png,Barbados is an island country in the Atlantic Ocean. It is part of the Lesser Antilles of the West Indies and the easternmost island of the Caribbean region. It lies on the boundary of the South American and Caribbean plates. Its capital and largest city is Bridgetown.,
97,97,118,North America,Belize,Belmopan,,Belize_flag.png,"Belize is a country on the north-eastern coast of Central America. It is bordered by Mexico to the north, the Caribbean Sea to the east, and Guatemala to the west and south. It also shares a maritime boundary with Honduras to the southeast. Part of the Caribbean region, Belize is a member of the Caribbean Community (CARICOM) and the Commonwealth Caribbean, the historical British West Indies.",
98,98,119,North America,Canada,Ottawa,Canada.png,Canada_flag.png,"Canada is a country in North America. Its ten provinces and three territories extend from the Atlantic Ocean to the Pacific Ocean and northward into the Arctic Ocean, making it the world's second-largest country by total area, with the world's longest coastline. Its border with the United States is the world's longest international land border. The country is characterized by a wide range of both meteorologic and geological regions. With a population of over 41 million people, it has widely varying population densities, with the majority residing in urban areas and large areas of the country being sparsely populated. Canada's capital is Ottawa and its three largest metropolitan areas are Toronto, Montreal, and Vancouver.",Easy
99,99,120,North America,Costa Rica,San José,Costa_Rica.png,Costa_Rica_flag.png,"Costa Rica, officially the Republic of Costa Rica, is a country in Central America. It borders Nicaragua to the north, the Caribbean Sea to the northeast, Panama to the southeast, and the Pacific Ocean to the southwest, as well as maritime border with Ecuador to the south of Cocos Island. It has a population of around five million in a land area of nearly 51,180 km2 (19,760 sq mi). An estimated 352,381 people live in the capital and largest city, San José, with around two million people in the surrounding metropolitan area.",Hard
100,100,121,North America,Cuba,Havana,Cuba.png,Cuba_flag.png,"Cuba, officially the Republic of Cuba, is an island country, comprising the island of Cuba (largest island), Isla de la Juventud, and 4,195 islands, islets and cays surrounding the main island. It is located where the northern Caribbean Sea, Gulf of Mexico, and Atlantic Ocean meet. Cuba is located east of the Yucatán Peninsula (Mexico), south of both Florida and the Bahamas, west of Hispaniola (Haiti/Dominican Republic), and north of Jamaica and the Cayman Islands. Havana is the largest city and capital. Cuba is the third-most populous country in the Caribbean after Haiti and the Dominican Republic, with about 10 million inhabitants. It is the largest country in the Caribbean by area.",Easy
101,101,122,North America,Dominica,Roseau,,Dominica_flag.png,in the Caribbean,
102,102,123,North America,Dominican Republic,Santo Domingo,Dominican_Republic.png,Dominican_Republic_flag.png,"The Dominican Republic is a country located on the island of Hispaniola in the Greater Antilles of the Caribbean Sea in the North Atlantic Ocean. It shares a maritime border with Puerto Rico to the east and a land border with Haiti to the west, occupying the eastern five-eighths of Hispaniola which, along with Saint Martin, is one of only two islands in the Caribbean shared by two sovereign states. In the Antilles, the country is the second-largest nation by area after Cuba at 48,671 square kilometers (18,792 sq mi) and second-largest by population after Haiti with approximately 11.4 million people in 2024, of whom 3.6 million reside in the metropolitan area of Santo Domingo, the capital city.",Hard
103,103,124,North America,El Salvador,San Salvador,El_Salvador.png,El_Salvador_flag.png,"Among the Mesoamerican nations that historically controlled the region are the Maya, and then the Cuzcatlecs. Archaeological monuments also suggest an early Olmec presence around the first millennium BC. In the beginning of the 16th century, the Spanish Empire conquered the Central American territory, incorporating it into the Viceroyalty of New Spain ruled from Mexico City. However, the Viceroyalty of New Spain had little to no influence in the daily affairs of the isthmus, which was colonized in 1524. In 1609, the area was declared the Captaincy General of Guatemala by the Spanish, which included the territory that would become El Salvador until its independence from Spain in 1821. It was forcibly incorporated into the First Mexican Empire, then seceded, joining the Federal Republic of Central America in 1823. When the federation dissolved in 1841, El Salvador became a sovereign state, then formed a short-lived union with Honduras and Nicaragua called the Greater Republic of Central America, which lasted from 1896 to 1898.",Hard
104,104,125,North America,Grenada,Saint George's,,Grenada_flag.png,"Grenada is an island country of the West Indies in the eastern Caribbean Sea. The southernmost of the Windward Islands, Grenada is directly south of Saint Vincent and the Grenadines and about 100 miles (160 km) north of Trinidad and the South American mainland.",
105,105,126,North America,Guatemala,Guatemala City,Guatemala.png,Guatemala_flag.png,"Guatemala, officially the Republic of Guatemala, is a country in Central America. It is bordered to the north and west by Mexico, to the northeast by Belize, to the east by Honduras, and to the southeast by El Salvador. It is hydrologically bordered to the south by the Pacific Ocean and to the northeast by the Gulf of Honduras.",Hard
106,106,127,North America,Haiti,Port-au-Prince,Haiti.png,Haiti_flag.png,"Haiti, officially the Republic of Haiti, is a country on the island of Hispaniola in the Caribbean Sea, east of Cuba and Jamaica, and south of the Bahamas. It occupies the western three-eighths of the island, which it shares with the Dominican Republic. Haiti is the third largest country in the Caribbean, and with an estimated population of 11.4 million, is the most populous Caribbean country. The capital and largest city is Port-au-Prince.",Medium
107,107,128,North America,Honduras,Tegucigalpa,Honduras.png,Honduras_flag.png,"Honduras, officially the Republic of Honduras, is a country in Central America. It is bordered to the west by Guatemala, to the southwest by El Salvador, to the southeast by Nicaragua, to the south by the Pacific Ocean at the Gulf of Fonseca, and to the north by the Gulf of Honduras, a large inlet of the Caribbean Sea. Its capital and largest city is Tegucigalpa.",Medium
108,108,129,North America,Jamaica,Kingston,Jamaica.png,Jamaica_flag.png,"Jamaica is an island country in the Caribbean Sea and the West Indies. At 10,990 square kilometres (4,240 sq mi), it is the third-largest island—after Cuba and Hispaniola—of the Greater Antilles and the Caribbean. Jamaica lies about 145 km (78 nmi) south of Cuba, 191 km (103 nmi) west of Hispaniola (the island containing Haiti and the Dominican Republic), and 215 km (116 nmi) southeast of the Cayman Islands (a British Overseas Territory). With 2.8 million people, Jamaica is the third most populous Anglophone country in the Americas and the fourth most populous country in the Caribbean. Kingston is the country's capital and largest city.",Hard
109,109,130,North America,Mexico,Mexico City,Mexico.png,Mexico_flag.png,"Mexico, officially the United Mexican States, is a country in North America. It is the northernmost country in Latin America, and borders the United States to the north, and Guatemala and Belize to the southeast; while having maritime boundaries with the Pacific Ocean to the west, the Caribbean Sea to the southeast, and the Gulf of Mexico to the east. Mexico covers 1,972,550 km2 (761,610 sq mi), and is the thirteenth-largest country in the world by land area. With a population exceeding 130 million, Mexico is the tenth-most populous country in the world and is home to the largest number of native Spanish speakers. Mexico City is the capital and largest city, which ranks among the most populous metropolitan areas in the world.",Easy
110,110,131,North America,Nicaragua,Managua,Nicaragua.png,Nicaragua_flag.png,"Nicaragua, officially the Republic of Nicaragua, is the geographically largest country in Central America, comprising 130,370 km2 (50,340 sq mi). With a population of 7,142,529 as of 2024, it is the third-most populous country in Central America after Guatemala and Honduras.",Hard
111,111,132,North America,Panama,Panama City,Panama.png,Panama_flag.png,"Panama, officially the Republic of Panama, is a country in Latin America at the southern end of Central America, bordering South America. It is bordered by Costa Rica to the west, Colombia to the southeast, the Caribbean Sea to the north, and the Pacific Ocean to the south. Its capital and largest city is Panama City, whose metropolitan area is home to nearly half of the country's over 4 million inhabitants.",Medium
112,112,133,North America,Saint Kitts and Nevis,Basseterre,,Saint_Kitts_and_Nevis_flag.png,"Saint Kitts and Nevis, officially the Federation of Saint Christopher (St Kitts) and Nevis, is an island country consisting of the two islands of Saint Kitts and Nevis, both located in the West Indies, in the Leeward Islands chain of the Lesser Antilles. With 261 square kilometres (101 sq mi) of territory, and roughly 48,000 inhabitants, it is the smallest sovereign state in the Western Hemisphere, in both area and population, as well as the world's smallest sovereign federation. The country is a Commonwealth realm, with Charles III as king and head of state.",
113,113,134,North America,Saint Lucia,Castries,,Saint_Lucia_flag.png,in the Caribbean,
114,114,135,North America,Saint Vincent and the Grenadines,Kingstown,,Saint_Vincent_and_the_Grenadines_flag.png,"Saint Vincent and the Grenadines, sometimes known simply as Saint Vincent or SVG, is an island country in the eastern Caribbean. It is located in the southeast Windward Islands of the Lesser Antilles, which lie in the West Indies, at the southern end of the eastern border between the Caribbean Sea and the Atlantic Ocean. To the north lies Saint Lucia, to the east is Barbados, and Grenada lies to the south.",
115,115,136,North America,Trinidad and Tobago,Port of Spain,Trinidad_and_Tobago.png,Trinidad_and_Tobago_flag.png,"Trinidad and Tobago, officially the Republic of Trinidad and Tobago, is the southernmost island country in the Caribbean. Comprising the main islands of Trinidad and Tobago, along with several smaller islets, the nation is home to approximately 1.51 million people, with a diaspora population exceeding 335,000 worldwide. Its capital city is Port of Spain, while its largest and most populous municipality is Chaguanas. Despite its proximity to South America, Trinidad and Tobago is generally considered to be part of the Caribbean.",Hard
